Comunidades y ciudades autónomas;País de nacimiento;Periodo;Total
14 Murcia, Región de;Suiza;2012;19
14 Murcia, Región de;Suiza;2011;15
14 Murcia, Región de;Suiza;2010;13
14 Murcia, Región de;Suiza;2009;17
14 Murcia, Región de;Suiza;2008;15
14 Murcia, Región de;Ucrania;2021;181
14 Murcia, Región de;Ucrania;2020;169
14 Murcia, Región de;Ucrania;2019;348
14 Murcia, Región de;Ucrania;2018;438
14 Murcia, Región de;Ucrania;2017;420
14 Murcia, Región de;Ucrania;2016;407
14 Murcia, Región de;Ucrania;2015;493
14 Murcia, Región de;Ucrania;2014;322
14 Murcia, Región de;Ucrania;2013;183
14 Murcia, Región de;Ucrania;2012;197
14 Murcia, Región de;Ucrania;2011;323
14 Murcia, Región de;Ucrania;2010;330
14 Murcia, Región de;Ucrania;2009;321
14 Murcia, Región de;Ucrania;2008;417
14 Murcia, Región de;Moldavia;2021;12
14 Murcia, Región de;Moldavia;2020;19
14 Murcia, Región de;Moldavia;2019;43
14 Murcia, Región de;Moldavia;2018;30
14 Murcia, Región de;Moldavia;2017;14
14 Murcia, Región de;Moldavia;2016;22
14 Murcia, Región de;Moldavia;2015;24
14 Murcia, Región de;Moldavia;2014;18
14 Murcia, Región de;Moldavia;2013;11
14 Murcia, Región de;Moldavia;2012;16
14 Murcia, Región de;Moldavia;2011;17
14 Murcia, Región de;Moldavia;2010;9
14 Murcia, Región de;Moldavia;2009;17
14 Murcia, Región de;Moldavia;2008;24
14 Murcia, Región de;Rusia;2021;58
14 Murcia, Región de;Rusia;2020;54
14 Murcia, Región de;Rusia;2019;102
14 Murcia, Región de;Rusia;2018;138
14 Murcia, Región de;Rusia;2017;93
14 Murcia, Región de;Rusia;2016;73
14 Murcia, Región de;Rusia;2015;74
14 Murcia, Región de;Rusia;2014;72
14 Murcia, Región de;Rusia;2013;74
14 Murcia, Región de;Rusia;2012;92
14 Murcia, Región de;Rusia;2011;112
14 Murcia, Región de;Rusia;2010;82
14 Murcia, Región de;Rusia;2009;100
14 Murcia, Región de;Rusia;2008;107
14 Murcia, Región de;Otro país del resto de Europa;2021;90
14 Murcia, Región de;Otro país del resto de Europa;2020;72
14 Murcia, Región de;Otro país del resto de Europa;2019;136
14 Murcia, Región de;Otro país del resto de Europa;2018;98
14 Murcia, Región de;Otro país del resto de Europa;2017;82
14 Murcia, Región de;Otro país del resto de Europa;2016;64
14 Murcia, Región de;Otro país del resto de Europa;2015;43
14 Murcia, Región de;Otro país del resto de Europa;2014;53
14 Murcia, Región de;Otro país del resto de Europa;2013;33
14 Murcia, Región de;Otro país del resto de Europa;2012;43
14 Murcia, Región de;Otro país del resto de Europa;2011;56
14 Murcia, Región de;Otro país del resto de Europa;2010;36
14 Murcia, Región de;Otro país del resto de Europa;2009;48
14 Murcia, Región de;Otro país del resto de Europa;2008;83
14 Murcia, Región de;África;2021;9.081
14 Murcia, Región de;África;2020;5.818
14 Murcia, Región de;África;2019;8.932
14 Murcia, Región de;África;2018;7.446
14 Murcia, Región de;África;2017;4.529
14 Murcia, Región de;África;2016;3.138
14 Murcia, Región de;África;2015;2.410
14 Murcia, Región de;África;2014;1.963
14 Murcia, Región de;África;2013;1.992
14 Murcia, Región de;África;2012;2.084
14 Murcia, Región de;África;2011;2.590
14 Murcia, Región de;África;2010;2.664
14 Murcia, Región de;África;2009;4.623
14 Murcia, Región de;África;2008;7.018
14 Murcia, Región de;Argelia;2021;374
14 Murcia, Región de;Argelia;2020;324
14 Murcia, Región de;Argelia;2019;379
14 Murcia, Región de;Argelia;2018;237
14 Murcia, Región de;Argelia;2017;172
14 Murcia, Región de;Argelia;2016;142
14 Murcia, Región de;Argelia;2015;122
14 Murcia, Región de;Argelia;2014;97
14 Murcia, Región de;Argelia;2013;98
14 Murcia, Región de;Argelia;2012;94
14 Murcia, Región de;Argelia;2011;182
14 Murcia, Región de;Argelia;2010;147
14 Murcia, Región de;Argelia;2009;187
14 Murcia, Región de;Argelia;2008;324
14 Murcia, Región de;Gambia;2021;62
14 Murcia, Región de;Gambia;2020;62
14 Murcia, Región de;Gambia;2019;89
14 Murcia, Región de;Gambia;2018;87
14 Murcia, Región de;Gambia;2017;42
14 Murcia, Región de;Gambia;2016;19
14 Murcia, Región de;Gambia;2015;18
14 Murcia, Región de;Gambia;2014;10
14 Murcia, Región de;Gambia;2013;14
14 Murcia, Región de;Gambia;2012;12
14 Murcia, Región de;Gambia;2011;6
14 Murcia, Región de;Gambia;2010;9
14 Murcia, Región de;Gambia;2009;19
14 Murcia, Región de;Gambia;2008;30
14 Murcia, Región de;Ghana;2021;254
14 Murcia, Región de;Ghana;2020;203
14 Murcia, Región de;Ghana;2019;422
14 Murcia, Región de;Ghana;2018;295
14 Murcia, Región de;Ghana;2017;149
14 Murcia, Región de;Ghana;2016;83
14 Murcia, Región de;Ghana;2015;73
14 Murcia, Región de;Ghana;2014;58
14 Murcia, Región de;Ghana;2013;46
14 Murcia, Región de;Ghana;2012;66
14 Murcia, Región de;Ghana;2011;101
14 Murcia, Región de;Ghana;2010;77
14 Murcia, Región de;Ghana;2009;149
14 Murcia, Región de;Ghana;2008;159
14 Murcia, Región de;Guinea;2021;49
14 Murcia, Región de;Guinea;2020;43
14 Murcia, Región de;Guinea;2019;86
14 Murcia, Región de;Guinea;2018;74
14 Murcia, Región de;Guinea;2017;43
14 Murcia, Región de;Guinea;2016;22
14 Murcia, Región de;Guinea;2015;14
14 Murcia, Región de;Guinea;2014;22
14 Murcia, Región de;Guinea;2013;14
14 Murcia, Región de;Guinea;2012;31
14 Murcia, Región de;Guinea;2011;13
14 Murcia, Región de;Guinea;2010;30
14 Murcia, Región de;Guinea;2009;50
14 Murcia, Región de;Guinea;2008;61
14 Murcia, Región de;Guinea Ecuatorial;2021;19
14 Murcia, Región de;Guinea Ecuatorial;2020;11
14 Murcia, Región de;Guinea Ecuatorial;2019;27
14 Murcia, Región de;Guinea Ecuatorial;2018;33
14 Murcia, Región de;Guinea Ecuatorial;2017;34
14 Murcia, Región de;Guinea Ecuatorial;2016;19
14 Murcia, Región de;Guinea Ecuatorial;2015;23
14 Murcia, Región de;Guinea Ecuatorial;2014;19
14 Murcia, Región de;Guinea Ecuatorial;2013;17
14 Murcia, Región de;Guinea Ecuatorial;2012;15
14 Murcia, Región de;Guinea Ecuatorial;2011;16
14 Murcia, Región de;Guinea Ecuatorial;2010;9
14 Murcia, Región de;Guinea Ecuatorial;2009;30
14 Murcia, Región de;Guinea Ecuatorial;2008;22
14 Murcia, Región de;Mali;2021;245
14 Murcia, Región de;Mali;2020;95
14 Murcia, Región de;Mali;2019;185
14 Murcia, Región de;Mali;2018;169
14 Murcia, Región de;Mali;2017;69
14 Murcia, Región de;Mali;2016;82
14 Murcia, Región de;Mali;2015;54
14 Murcia, Región de;Mali;2014;61
14 Murcia, Región de;Mali;2013;77
14 Murcia, Región de;Mali;2012;77
14 Murcia, Región de;Mali;2011;47
14 Murcia, Región de;Mali;2010;62
14 Murcia, Región de;Mali;2009;148
14 Murcia, Región de;Mali;2008;216
14 Murcia, Región de;Marruecos;2021;7.514
14 Murcia, Región de;Marruecos;2020;4.640
14 Murcia, Región de;Marruecos;2019;6.994
14 Murcia, Región de;Marruecos;2018;5.935
14 Murcia, Región de;Marruecos;2017;3.637
14 Murcia, Región de;Marruecos;2016;2.494
14 Murcia, Región de;Marruecos;2015;1.869
14 Murcia, Región de;Marruecos;2014;1.511
14 Murcia, Región de;Marruecos;2013;1.547
14 Murcia, Región de;Marruecos;2012;1.562
14 Murcia, Región de;Marruecos;2011;2.010
14 Murcia, Región de;Marruecos;2010;2.091
14 Murcia, Región de;Marruecos;2009;3.562
14 Murcia, Región de;Marruecos;2008;5.532
14 Murcia, Región de;Mauritania;2021;18
14 Murcia, Región de;Mauritania;2020;9
14 Murcia, Región de;Mauritania;2019;21
14 Murcia, Región de;Mauritania;2018;14
14 Murcia, Región de;Mauritania;2017;13
14 Murcia, Región de;Mauritania;2016;10
14 Murcia, Región de;Mauritania;2015;4
14 Murcia, Región de;Mauritania;2014;5
14 Murcia, Región de;Mauritania;2013;7
14 Murcia, Región de;Mauritania;2012;8
14 Murcia, Región de;Mauritania;2011;7
14 Murcia, Región de;Mauritania;2010;7
14 Murcia, Región de;Mauritania;2009;12
14 Murcia, Región de;Mauritania;2008;27
14 Murcia, Región de;Nigeria;2021;59
14 Murcia, Región de;Nigeria;2020;58
14 Murcia, Región de;Nigeria;2019;59
14 Murcia, Región de;Nigeria;2018;45
14 Murcia, Región de;Nigeria;2017;41
14 Murcia, Región de;Nigeria;2016;33
14 Murcia, Región de;Nigeria;2015;29
14 Murcia, Región de;Nigeria;2014;32
14 Murcia, Región de;Nigeria;2013;39
14 Murcia, Región de;Nigeria;2012;70
14 Murcia, Región de;Nigeria;2011;59
14 Murcia, Región de;Nigeria;2010;64
14 Murcia, Región de;Nigeria;2009;90
14 Murcia, Región de;Nigeria;2008;164
14 Murcia, Región de;Senegal;2021;323
14 Murcia, Región de;Senegal;2020;234
14 Murcia, Región de;Senegal;2019;456
14 Murcia, Región de;Senegal;2018;354
14 Murcia, Región de;Senegal;2017;174
14 Murcia, Región de;Senegal;2016;127
14 Murcia, Región de;Senegal;2015;116
14 Murcia, Región de;Senegal;2014;75
14 Murcia, Región de;Senegal;2013;61
14 Murcia, Región de;Senegal;2012;73
14 Murcia, Región de;Senegal;2011;77
14 Murcia, Región de;Senegal;2010;83
14 Murcia, Región de;Senegal;2009;214
14 Murcia, Región de;Senegal;2008;336
14 Murcia, Región de;Otro país de África;2021;164
14 Murcia, Región de;Otro país de África;2020;139
14 Murcia, Región de;Otro país de África;2019;214
14 Murcia, Región de;Otro país de África;2018;203
14 Murcia, Región de;Otro país de África;2017;155
14 Murcia, Región de;Otro país de África;2016;106
14 Murcia, Región de;Otro país de África;2015;89
14 Murcia, Región de;Otro país de África;2014;73
14 Murcia, Región de;Otro país de África;2013;72
14 Murcia, Región de;Otro país de África;2012;76
14 Murcia, Región de;Otro país de África;2011;72
14 Murcia, Región de;Otro país de África;2010;83
14 Murcia, Región de;Otro país de África;2009;162
14 Murcia, Región de;Otro país de África;2008;146
14 Murcia, Región de;América del Norte;2021;253
14 Murcia, Región de;América del Norte;2020;120
14 Murcia, Región de;América del Norte;2019;215
14 Murcia, Región de;América del Norte;2018;250
14 Murcia, Región de;América del Norte;2017;271
14 Murcia, Región de;América del Norte;2016;107
14 Murcia, Región de;América del Norte;2015;128
14 Murcia, Región de;América del Norte;2014;108
14 Murcia, Región de;América del Norte;2013;115
14 Murcia, Región de;América del Norte;2012;139
14 Murcia, Región de;América del Norte;2011;96
14 Murcia, Región de;América del Norte;2010;81
14 Murcia, Región de;América del Norte;2009;142
14 Murcia, Región de;América del Norte;2008;128
14 Murcia, Región de;Estados Unidos de América;2021;134
14 Murcia, Región de;Estados Unidos de América;2020;62
14 Murcia, Región de;Estados Unidos de América;2019;118
14 Murcia, Región de;Estados Unidos de América;2018;134
14 Murcia, Región de;Estados Unidos de América;2017;180
14 Murcia, Región de;Estados Unidos de América;2016;62
14 Murcia, Región de;Estados Unidos de América;2015;72
14 Murcia, Región de;Estados Unidos de América;2014;60
14 Murcia, Región de;Estados Unidos de América;2013;69
14 Murcia, Región de;Estados Unidos de América;2012;68
14 Murcia, Región de;Estados Unidos de América;2011;51
14 Murcia, Región de;Estados Unidos de América;2010;31
14 Murcia, Región de;Estados Unidos de América;2009;43
14 Murcia, Región de;Estados Unidos de América;2008;40
14 Murcia, Región de;México;2021;100
14 Murcia, Región de;México;2020;50
14 Murcia, Región de;México;2019;75
14 Murcia, Región de;México;2018;95
14 Murcia, Región de;México;2017;78
14 Murcia, Región de;México;2016;33
14 Murcia, Región de;México;2015;44
14 Murcia, Región de;México;2014;40
14 Murcia, Región de;México;2013;35
14 Murcia, Región de;México;2012;55
14 Murcia, Región de;México;2011;36
14 Murcia, Región de;México;2010;48
14 Murcia, Región de;México;2009;91
14 Murcia, Región de;México;2008;83
14 Murcia, Región de;Canadá;2021;19
14 Murcia, Región de;Canadá;2020;8
14 Murcia, Región de;Canadá;2019;22
14 Murcia, Región de;Canadá;2018;21
14 Murcia, Región de;Canadá;2017;13
14 Murcia, Región de;Canadá;2016;12
14 Murcia, Región de;Canadá;2015;11
14 Murcia, Región de;Canadá;2014;7
14 Murcia, Región de;Canadá;2013;11
14 Murcia, Región de;Canadá;2012;15
14 Murcia, Región de;Canadá;2011;8
14 Murcia, Región de;Canadá;2010;2
14 Murcia, Región de;Canadá;2009;8
14 Murcia, Región de;Canadá;2008;5
14 Murcia, Región de;Centro América y Caribe;2021;982
14 Murcia, Región de;Centro América y Caribe;2020;1.911
14 Murcia, Región de;Centro América y Caribe;2019;2.719
14 Murcia, Región de;Centro América y Caribe;2018;1.936
14 Murcia, Región de;Centro América y Caribe;2017;1.051
14 Murcia, Región de;Centro América y Caribe;2016;631
14 Murcia, Región de;Centro América y Caribe;2015;532
14 Murcia, Región de;Centro América y Caribe;2014;510
14 Murcia, Región de;Centro América y Caribe;2013;552
14 Murcia, Región de;Centro América y Caribe;2012;508
14 Murcia, Región de;Centro América y Caribe;2011;475
14 Murcia, Región de;Centro América y Caribe;2010;497
14 Murcia, Región de;Centro América y Caribe;2009;430
14 Murcia, Región de;Centro América y Caribe;2008;593
14 Murcia, Región de;Cuba;2021;212
14 Murcia, Región de;Cuba;2020;105
14 Murcia, Región de;Cuba;2019;282
14 Murcia, Región de;Cuba;2018;243
14 Murcia, Región de;Cuba;2017;109
14 Murcia, Región de;Cuba;2016;101
14 Murcia, Región de;Cuba;2015;93
14 Murcia, Región de;Cuba;2014;83
14 Murcia, Región de;Cuba;2013;110
14 Murcia, Región de;Cuba;2012;117
14 Murcia, Región de;Cuba;2011;133
14 Murcia, Región de;Cuba;2010;111
14 Murcia, Región de;Cuba;2009;116
14 Murcia, Región de;Cuba;2008;161
14 Murcia, Región de;Honduras;2021;268
14 Murcia, Región de;Honduras;2020;600
14 Murcia, Región de;Honduras;2019;690
14 Murcia, Región de;Honduras;2018;596
14 Murcia, Región de;Honduras;2017;284
14 Murcia, Región de;Honduras;2016;124
14 Murcia, Región de;Honduras;2015;83
14 Murcia, Región de;Honduras;2014;65
14 Murcia, Región de;Honduras;2013;40
14 Murcia, Región de;Honduras;2012;66
14 Murcia, Región de;Honduras;2011;50
14 Murcia, Región de;Honduras;2010;57
14 Murcia, Región de;Honduras;2009;22
14 Murcia, Región de;Honduras;2008;62
14 Murcia, Región de;Nicaragua;2021;250
14 Murcia, Región de;Nicaragua;2020;745
14 Murcia, Región de;Nicaragua;2019;1.039
14 Murcia, Región de;Nicaragua;2018;621
14 Murcia, Región de;Nicaragua;2017;268
14 Murcia, Región de;Nicaragua;2016;148
14 Murcia, Región de;Nicaragua;2015;112
14 Murcia, Región de;Nicaragua;2014;115
14 Murcia, Región de;Nicaragua;2013;89
14 Murcia, Región de;Nicaragua;2012;117
14 Murcia, Región de;Nicaragua;2011;106
14 Murcia, Región de;Nicaragua;2010;90
14 Murcia, Región de;Nicaragua;2009;72
14 Murcia, Región de;Nicaragua;2008;120
14 Murcia, Región de;República Dominicana;2021;48
14 Murcia, Región de;República Dominicana;2020;54
14 Murcia, Región de;República Dominicana;2019;143
14 Murcia, Región de;República Dominicana;2018;156
14 Murcia, Región de;República Dominicana;2017;143
14 Murcia, Región de;República Dominicana;2016;114
14 Murcia, Región de;República Dominicana;2015;129
14 Murcia, Región de;República Dominicana;2014;151
14 Murcia, Región de;República Dominicana;2013;253
14 Murcia, Región de;República Dominicana;2012;138
14 Murcia, Región de;República Dominicana;2011;120
14 Murcia, Región de;República Dominicana;2010;187
14 Murcia, Región de;República Dominicana;2009;155
14 Murcia, Región de;República Dominicana;2008;109
14 Murcia, Región de;Otro país de Centro América y Caribe;2021;204
14 Murcia, Región de;Otro país de Centro América y Caribe;2020;407
14 Murcia, Región de;Otro país de Centro América y Caribe;2019;565
14 Murcia, Región de;Otro país de Centro América y Caribe;2018;320
14 Murcia, Región de;Otro país de Centro América y Caribe;2017;247
14 Murcia, Región de;Otro país de Centro América y Caribe;2016;144
14 Murcia, Región de;Otro país de Centro América y Caribe;2015;115
14 Murcia, Región de;Otro país de Centro América y Caribe;2014;96
14 Murcia, Región de;Otro país de Centro América y Caribe;2013;60
14 Murcia, Región de;Otro país de Centro América y Caribe;2012;71
14 Murcia, Región de;Otro país de Centro América y Caribe;2011;66
14 Murcia, Región de;Otro país de Centro América y Caribe;2010;51
14 Murcia, Región de;Otro país de Centro América y Caribe;2009;64
14 Murcia, Región de;Otro país de Centro América y Caribe;2008;140
14 Murcia, Región de;Sudamérica;2021;3.675
14 Murcia, Región de;Sudamérica;2020;3.966
14 Murcia, Región de;Sudamérica;2019;6.059
14 Murcia, Región de;Sudamérica;2018;4.472
14 Murcia, Región de;Sudamérica;2017;3.384
14 Murcia, Región de;Sudamérica;2016;2.425
14 Murcia, Región de;Sudamérica;2015;1.448
14 Murcia, Región de;Sudamérica;2014;1.233
14 Murcia, Región de;Sudamérica;2013;1.189
14 Murcia, Región de;Sudamérica;2012;1.174
14 Murcia, Región de;Sudamérica;2011;1.497
14 Murcia, Región de;Sudamérica;2010;1.423
14 Murcia, Región de;Sudamérica;2009;2.397
14 Murcia, Región de;Sudamérica;2008;5.511
14 Murcia, Región de;Argentina;2021;286
14 Murcia, Región de;Argentina;2020;226
14 Murcia, Región de;Argentina;2019;321
14 Murcia, Región de;Argentina;2018;186
14 Murcia, Región de;Argentina;2017;158
14 Murcia, Región de;Argentina;2016;126
14 Murcia, Región de;Argentina;2015;98
14 Murcia, Región de;Argentina;2014;87
14 Murcia, Región de;Argentina;2013;74
14 Murcia, Región de;Argentina;2012;83
14 Murcia, Región de;Argentina;2011;108
14 Murcia, Región de;Argentina;2010;99
14 Murcia, Región de;Argentina;2009;101
14 Murcia, Región de;Argentina;2008;271
14 Murcia, Región de;Bolivia;2021;321
14 Murcia, Región de;Bolivia;2020;238
14 Murcia, Región de;Bolivia;2019;420
14 Murcia, Región de;Bolivia;2018;432
14 Murcia, Región de;Bolivia;2017;419
14 Murcia, Región de;Bolivia;2016;293
14 Murcia, Región de;Bolivia;2015;215
14 Murcia, Región de;Bolivia;2014;198
14 Murcia, Región de;Bolivia;2013;153
14 Murcia, Región de;Bolivia;2012;178
14 Murcia, Región de;Bolivia;2011;212
14 Murcia, Región de;Bolivia;2010;129
14 Murcia, Región de;Bolivia;2009;247
14 Murcia, Región de;Bolivia;2008;560
14 Murcia, Región de;Brasil;2021;154
14 Murcia, Región de;Brasil;2020;146
14 Murcia, Región de;Brasil;2019;266
14 Murcia, Región de;Brasil;2018;285
14 Murcia, Región de;Brasil;2017;213
14 Murcia, Región de;Brasil;2016;144
14 Murcia, Región de;Brasil;2015;97
14 Murcia, Región de;Brasil;2014;92
14 Murcia, Región de;Brasil;2013;81
14 Murcia, Región de;Brasil;2012;148
14 Murcia, Región de;Brasil;2011;146
14 Murcia, Región de;Brasil;2010;197
14 Murcia, Región de;Brasil;2009;223
14 Murcia, Región de;Brasil;2008;421
14 Murcia, Región de;Colombia;2021;1.076
14 Murcia, Región de;Colombia;2020;1.534
14 Murcia, Región de;Colombia;2019;2.054
14 Murcia, Región de;Colombia;2018;1.317
14 Murcia, Región de;Colombia;2017;762
14 Murcia, Región de;Colombia;2016;490
14 Murcia, Región de;Colombia;2015;171
14 Murcia, Región de;Colombia;2014;145
14 Murcia, Región de;Colombia;2013;139
14 Murcia, Región de;Colombia;2012;152
14 Murcia, Región de;Colombia;2011;228
14 Murcia, Región de;Colombia;2010;213
14 Murcia, Región de;Colombia;2009;324
14 Murcia, Región de;Colombia;2008;671
14 Murcia, Región de;Chile;2021;53
14 Murcia, Región de;Chile;2020;37
14 Murcia, Región de;Chile;2019;48
14 Murcia, Región de;Chile;2018;61
14 Murcia, Región de;Chile;2017;39
14 Murcia, Región de;Chile;2016;24
14 Murcia, Región de;Chile;2015;29
14 Murcia, Región de;Chile;2014;17
14 Murcia, Región de;Chile;2013;29
14 Murcia, Región de;Chile;2012;10
14 Murcia, Región de;Chile;2011;23
14 Murcia, Región de;Chile;2010;43
14 Murcia, Región de;Chile;2009;36
14 Murcia, Región de;Chile;2008;59
14 Murcia, Región de;Ecuador;2021;1.028
14 Murcia, Región de;Ecuador;2020;782
14 Murcia, Región de;Ecuador;2019;1.335
14 Murcia, Región de;Ecuador;2018;984
14 Murcia, Región de;Ecuador;2017;984
14 Murcia, Región de;Ecuador;2016;812
14 Murcia, Región de;Ecuador;2015;525
14 Murcia, Región de;Ecuador;2014;431
14 Murcia, Región de;Ecuador;2013;457
14 Murcia, Región de;Ecuador;2012;373
14 Murcia, Región de;Ecuador;2011;421
14 Murcia, Región de;Ecuador;2010;399
14 Murcia, Región de;Ecuador;2009;992
14 Murcia, Región de;Ecuador;2008;2.592
14 Murcia, Región de;Paraguay;2021;161
14 Murcia, Región de;Paraguay;2020;277
14 Murcia, Región de;Paraguay;2019;401
14 Murcia, Región de;Paraguay;2018;325
14 Murcia, Región de;Paraguay;2017;261
14 Murcia, Región de;Paraguay;2016;186
14 Murcia, Región de;Paraguay;2015;105
14 Murcia, Región de;Paraguay;2014;127
14 Murcia, Región de;Paraguay;2013;159
14 Murcia, Región de;Paraguay;2012;156
14 Murcia, Región de;Paraguay;2011;197
14 Murcia, Región de;Paraguay;2010;195
14 Murcia, Región de;Paraguay;2009;285
14 Murcia, Región de;Paraguay;2008;566
14 Murcia, Región de;Perú;2021;169
14 Murcia, Región de;Perú;2020;163
14 Murcia, Región de;Perú;2019;238
14 Murcia, Región de;Perú;2018;160
14 Murcia, Región de;Perú;2017;115
14 Murcia, Región de;Perú;2016;63
14 Murcia, Región de;Perú;2015;33
14 Murcia, Región de;Perú;2014;24
14 Murcia, Región de;Perú;2013;39
14 Murcia, Región de;Perú;2012;22
14 Murcia, Región de;Perú;2011;82
14 Murcia, Región de;Perú;2010;39
14 Murcia, Región de;Perú;2009;91
14 Murcia, Región de;Perú;2008;212
14 Murcia, Región de;Uruguay;2021;31
14 Murcia, Región de;Uruguay;2020;24
14 Murcia, Región de;Uruguay;2019;62
14 Murcia, Región de;Uruguay;2018;47
14 Murcia, Región de;Uruguay;2017;40
14 Murcia, Región de;Uruguay;2016;32
14 Murcia, Región de;Uruguay;2015;19
14 Murcia, Región de;Uruguay;2014;13
14 Murcia, Región de;Uruguay;2013;11
14 Murcia, Región de;Uruguay;2012;13
14 Murcia, Región de;Uruguay;2011;22
14 Murcia, Región de;Uruguay;2010;22
14 Murcia, Región de;Uruguay;2009;11
14 Murcia, Región de;Uruguay;2008;44
14 Murcia, Región de;Venezuela;2021;395
14 Murcia, Región de;Venezuela;2020;539
14 Murcia, Región de;Venezuela;2019;914
14 Murcia, Región de;Venezuela;2018;675
14 Murcia, Región de;Venezuela;2017;393
14 Murcia, Región de;Venezuela;2016;255
14 Murcia, Región de;Venezuela;2015;155
14 Murcia, Región de;Venezuela;2014;98
14 Murcia, Región de;Venezuela;2013;46
14 Murcia, Región de;Venezuela;2012;40
14 Murcia, Región de;Venezuela;2011;59
14 Murcia, Región de;Venezuela;2010;85
14 Murcia, Región de;Venezuela;2009;87
14 Murcia, Región de;Venezuela;2008;113
14 Murcia, Región de;Otro país de Sudamérica;2021;1
14 Murcia, Región de;Otro país de Sudamérica;2020;0
14 Murcia, Región de;Otro país de Sudamérica;2019;0
14 Murcia, Región de;Otro país de Sudamérica;2018;0
14 Murcia, Región de;Otro país de Sudamérica;2017;0
14 Murcia, Región de;Otro país de Sudamérica;2016;""
14 Murcia, Región de;Otro país de Sudamérica;2015;""
14 Murcia, Región de;Otro país de Sudamérica;2014;1
14 Murcia, Región de;Otro país de Sudamérica;2013;""
14 Murcia, Región de;Otro país de Sudamérica;2012;""
14 Murcia, Región de;Otro país de Sudamérica;2011;""
14 Murcia, Región de;Otro país de Sudamérica;2010;1
14 Murcia, Región de;Otro país de Sudamérica;2009;""
14 Murcia, Región de;Otro país de Sudamérica;2008;1
14 Murcia, Región de;Asia;2021;556
14 Murcia, Región de;Asia;2020;414
14 Murcia, Región de;Asia;2019;821
14 Murcia, Región de;Asia;2018;771
14 Murcia, Región de;Asia;2017;700
14 Murcia, Región de;Asia;2016;547
14 Murcia, Región de;Asia;2015;333
14 Murcia, Región de;Asia;2014;273
14 Murcia, Región de;Asia;2013;316
14 Murcia, Región de;Asia;2012;332
14 Murcia, Región de;Asia;2011;408
14 Murcia, Región de;Asia;2010;374
14 Murcia, Región de;Asia;2009;412
14 Murcia, Región de;Asia;2008;637
14 Murcia, Región de;Bangladesh;2021;9
14 Murcia, Región de;Bangladesh;2020;8
14 Murcia, Región de;Bangladesh;2019;16
14 Murcia, Región de;Bangladesh;2018;20
14 Murcia, Región de;Bangladesh;2017;21
14 Murcia, Región de;Bangladesh;2016;10
14 Murcia, Región de;Bangladesh;2015;14
14 Murcia, Región de;Bangladesh;2014;9
14 Murcia, Región de;Bangladesh;2013;14
14 Murcia, Región de;Bangladesh;2012;16
14 Murcia, Región de;Bangladesh;2011;13
14 Murcia, Región de;Bangladesh;2010;12
14 Murcia, Región de;Bangladesh;2009;32
14 Murcia, Región de;Bangladesh;2008;11
14 Murcia, Región de;China;2021;63
14 Murcia, Región de;China;2020;75
14 Murcia, Región de;China;2019;144
14 Murcia, Región de;China;2018;155
14 Murcia, Región de;China;2017;123
14 Murcia, Región de;China;2016;106
14 Murcia, Región de;China;2015;99
14 Murcia, Región de;China;2014;104
14 Murcia, Región de;China;2013;115
14 Murcia, Región de;China;2012;132
14 Murcia, Región de;China;2011;164
14 Murcia, Región de;China;2010;147
14 Murcia, Región de;China;2009;197
14 Murcia, Región de;China;2008;318
14 Murcia, Región de;Filipinas;2021;10
14 Murcia, Región de;Filipinas;2020;7
14 Murcia, Región de;Filipinas;2019;25
14 Murcia, Región de;Filipinas;2018;20
14 Murcia, Región de;Filipinas;2017;13
14 Murcia, Región de;Filipinas;2016;7
14 Murcia, Región de;Filipinas;2015;9
14 Murcia, Región de;Filipinas;2014;5
14 Murcia, Región de;Filipinas;2013;9
14 Murcia, Región de;Filipinas;2012;5
14 Murcia, Región de;Filipinas;2011;4
14 Murcia, Región de;Filipinas;2010;8
14 Murcia, Región de;Filipinas;2009;7
14 Murcia, Región de;Filipinas;2008;22
14 Murcia, Región de;India;2021;110
14 Murcia, Región de;India;2020;95
14 Murcia, Región de;India;2019;266
14 Murcia, Región de;India;2018;294
14 Murcia, Región de;India;2017;260
14 Murcia, Región de;India;2016;179
14 Murcia, Región de;India;2015;88
14 Murcia, Región de;India;2014;66
14 Murcia, Región de;India;2013;53
14 Murcia, Región de;India;2012;94
14 Murcia, Región de;India;2011;103
14 Murcia, Región de;India;2010;107
14 Murcia, Región de;India;2009;108
14 Murcia, Región de;India;2008;213
14 Murcia, Región de;Pakistán;2021;133
14 Murcia, Región de;Pakistán;2020;111
14 Murcia, Región de;Pakistán;2019;150
14 Murcia, Región de;Pakistán;2018;106
14 Murcia, Región de;Pakistán;2017;72
14 Murcia, Región de;Pakistán;2016;60
14 Murcia, Región de;Pakistán;2015;40
14 Murcia, Región de;Pakistán;2014;31
14 Murcia, Región de;Pakistán;2013;51
14 Murcia, Región de;Pakistán;2012;31
14 Murcia, Región de;Pakistán;2011;47
14 Murcia, Región de;Pakistán;2010;58
14 Murcia, Región de;Pakistán;2009;22
14 Murcia, Región de;Pakistán;2008;31
14 Murcia, Región de;Otro país de Asia;2021;231
14 Murcia, Región de;Otro país de Asia;2020;118
14 Murcia, Región de;Otro país de Asia;2019;220
14 Murcia, Región de;Otro país de Asia;2018;176
14 Murcia, Región de;Otro país de Asia;2017;211
